AetheryteName,FlagX,FlagY,FlagZ,HasRealXYZ,MapName,RealX,RealY,RealZ,RecordedAt,TerritoryId,ZoneName
,32.4,3.1,279.2,TRUE,Timeworn Loboskin Map,39.6,3.5,282.8,3/12/2026 21:09,1190,Shaaloani
,208.8,5,-85.2,TRUE,Timeworn Br'aaxskin Map,208.6,5,-85.1,3/12/2026 23:10,1190,Shaaloani
,393.2,-15,-652.2,TRUE,Timeworn Br'aaxskin Map,392.1,-14.6,-660.3,3/12/2026 23:07,1190,Shaaloani
,523.5,16.1,572.3,TRUE,Timeworn Br'aaxskin Map,524.1,16.1,572.2,3/12/2026 23:06,1190,Shaaloani
,659.9,21.6,239.5,TRUE,Timeworn Loboskin Map,660.1,21.6,239.7,3/12/2026 21:15,1190,Shaaloani
,700.2,-13.2,-521.9,TRUE,Timeworn Loboskin Map,700.3,-13.2,-521.9,3/12/2026 21:17,1190,Shaaloani
,704.5,-14.5,-224.9,TRUE,Timeworn Br'aaxskin Map,705,-14.5,-224.8,3/12/2026 23:09,1190,Shaaloani
,-308.6,0.2,405.5,TRUE,Timeworn Leather Map,-308.7,0.2,406.1,3/7/2026 18:33,153,South Shroud
,-283.2,13.9,-99.7,TRUE,Unhidden Leather Map,-283.3,13.8,-99.8,3/8/2026 16:13,153,South Shroud
,-237.2,13,62,TRUE,Thorne Dynasty Map,-237.5,13,61.6,3/8/2026 16:40,153,South Shroud
,-219.4,3.9,547.2,TRUE,Timeworn Toadskin Map,-219.2,5.7,552.7,3/8/2026 2:22,153,South Shroud
,-209.1,8.8,8.2,TRUE,Timeworn Leather Map,-209.3,8.8,8.3,3/7/2026 18:32,153,South Shroud
,-194.2,0.9,422.8,TRUE,Thorne Dynasty Map,-194.2,0.9,422.6,3/8/2026 16:40,153,South Shroud
,-171.1,-0.3,249.6,TRUE,Unhidden Leather Map,-171.1,-0.4,249.4,3/8/2026 16:14,153,South Shroud
,-168.8,4.9,125.7,TRUE,Timeworn Toadskin Map,-168.7,4.9,125.2,3/8/2026 2:22,153,South Shroud
,-104.3,6,-111.6,TRUE,Timeworn Boarskin Map,-104.2,6,-111.4,3/8/2026 5:03,153,South Shroud
,-66.8,0.8,369,TRUE,Timeworn Boarskin Map,-66.7,0.8,369.1,3/8/2026 5:04,153,South Shroud
,19,5.5,-96,TRUE,Timeworn Goatskin Map,18.5,5.5,-96,3/7/2026 19:15,153,South Shroud
,67.7,22.3,152.8,TRUE,Timeworn Peisteskin Map,67.8,22.3,152.7,3/8/2026 5:52,153,South Shroud
,84.3,9.6,13.6,TRUE,Timeworn Toadskin Map,78.4,11.4,16.1,3/8/2026 2:23,153,South Shroud
,120.9,17.6,-128.9,TRUE,Mysterious Map,120.9,17.6,-128.7,3/8/2026 6:50,153,South Shroud
,140.6,29.6,171.7,TRUE,Mysterious Map,140.4,29.5,171.7,3/8/2026 6:49,153,South Shroud
,200.3,31,-164.2,TRUE,Timeworn Goatskin Map,203.6,32.7,-164.5,3/7/2026 19:16,153,South Shroud
,254.8,5.5,48,TRUE,Timeworn Boarskin Map,254.8,5.5,48,3/8/2026 5:03,153,South Shroud
,307.1,10.8,-191.7,TRUE,Timeworn Leather Map,307.2,10.8,-191.8,3/7/2026 18:34,153,South Shroud
,318.1,-0.2,41.9,TRUE,Timeworn Goatskin Map,318.2,-0.3,41.9,3/7/2026 19:15,153,South Shroud
,376.2,-2.5,142.2,TRUE,Timeworn Peisteskin Map,376.4,-2.4,142.3,3/8/2026 5:52,153,South Shroud
,451.4,1.4,171.2,TRUE,Timeworn Peisteskin Map,451.6,1.3,171.3,3/8/2026 5:52,153,South Shroud
,-429.1,0.1,711.6,TRUE,Timeworn Boarskin Map,-429.2,0.1,711.8,3/8/2026 5:36,146,Southern Thanalan
,-388.9,-1.8,893.7,TRUE,Timeworn Toadskin Map,-388.9,-1.9,893.8,3/8/2026 4:50,146,Southern Thanalan
,-343.3,12.6,-276,TRUE,Timeworn Leather Map,-353,13,-275.8,3/7/2026 19:10,146,Southern Thanalan
,-278.7,4.3,-67.3,TRUE,Timeworn Goatskin Map,-278.6,4.3,-67.4,3/8/2026 2:14,146,Southern Thanalan
,-272.7,9.3,138.9,TRUE,Timeworn Peisteskin Map,-272.6,9.3,139,3/8/2026 6:31,146,Southern Thanalan
,-228.9,22,-522.2,TRUE,Timeworn Toadskin Map,-228.9,22,-522.1,3/8/2026 4:47,146,Southern Thanalan
,-196,0.2,929.1,TRUE,Timeworn Boarskin Map,-196,0.2,929.3,3/8/2026 5:37,146,Southern Thanalan
,-176,7.6,416.2,TRUE,Timeworn Leather Map,-176,7.6,416,3/7/2026 19:07,146,Southern Thanalan
,-125.1,9.6,533,TRUE,Thorne Dynasty Map,-125.2,9.5,533.2,3/8/2026 17:00,146,Southern Thanalan
,-85.5,8.9,-630.3,TRUE,Thorne Dynasty Map,-85.5,9,-630.4,3/8/2026 16:59,146,Southern Thanalan
,-60.1,18.1,-284.7,TRUE,Unhidden Leather Map,-60.2,18.1,-284.7,3/8/2026 16:31,146,Southern Thanalan
,-10.5,8.7,375.4,TRUE,Timeworn Boarskin Map,-10.4,8.7,375.3,3/8/2026 5:36,146,Southern Thanalan
,-8.2,3.3,-665.8,TRUE,Mysterious Map,-8.2,3.3,-665.9,3/8/2026 16:03,146,Southern Thanalan
,17,15.8,486.2,TRUE,Unhidden Leather Map,17.1,15.9,486.3,3/8/2026 16:33,146,Southern Thanalan
,39.2,3.8,-366.5,TRUE,Timeworn Goatskin Map,39,3.8,-366.4,3/8/2026 2:12,146,Southern Thanalan
,49.1,2.5,871.3,TRUE,Mysterious Map,49.3,2.5,871.5,3/8/2026 16:01,146,Southern Thanalan
,56.6,10,-418,TRUE,Timeworn Leather Map,60.9,10.3,-410.7,3/7/2026 19:05,146,Southern Thanalan
,125.1,1.1,-675,TRUE,Timeworn Goatskin Map,125.1,1.2,-675.7,3/8/2026 2:12,146,Southern Thanalan
,142.3,7.3,474.2,TRUE,Timeworn Toadskin Map,142.6,7.4,474.3,3/8/2026 4:46,146,Southern Thanalan
,162.3,8,-26,TRUE,Timeworn Peisteskin Map,162.3,8,-26,3/8/2026 6:34,146,Southern Thanalan
,235.6,7.6,820.5,TRUE,Timeworn Peisteskin Map,235.6,7.6,820.5,3/8/2026 6:33,146,Southern Thanalan
,-571.5,9.8,-235.1,TRUE,Timeworn Saigaskin Map,-572,9.8,-235.4,3/12/2026 19:39,957,Thavnair
,-337.2,57.9,-677.8,TRUE,Timeworn Kumbhiraskin Map,-337.2,57.9,-678.3,3/12/2026 20:24,957,Thavnair
,-332.7,8.9,259.6,TRUE,Timeworn Kumbhiraskin Map,-333,8.8,260.3,3/12/2026 20:23,957,Thavnair
,-131.1,4.1,554.4,TRUE,Timeworn Saigaskin Map,-131.5,4.1,554.8,3/12/2026 19:37,957,Thavnair
,-116.2,74.6,-431.3,TRUE,Timeworn Saigaskin Map,-116.1,74.7,-431.4,3/12/2026 19:40,957,Thavnair
,-96.9,37.7,-362.7,TRUE,Timeworn Kumbhiraskin Map,-97.1,37.7,-362.7,3/12/2026 20:22,957,Thavnair
,-40.9,55.9,68.8,TRUE,Timeworn Saigaskin Map,-40.9,55.9,68.8,3/12/2026 19:42,957,Thavnair
,-20,49.3,290.7,TRUE,Timeworn Kumbhiraskin Map,-20.1,49,291.2,3/12/2026 20:20,957,Thavnair
,24.5,25.1,-21.5,TRUE,Timeworn Kumbhiraskin Map,24.6,25.1,-21.4,3/12/2026 20:20,957,Thavnair
,134.8,77,-664.8,TRUE,Timeworn Saigaskin Map,134.9,77,-664.8,3/12/2026 19:40,957,Thavnair
,146.6,16.2,-491.1,TRUE,Timeworn Saigaskin Map,146.6,16.2,-491.1,3/12/2026 19:41,957,Thavnair
,268.3,6.6,373.2,TRUE,Timeworn Kumbhiraskin Map,268.2,6.6,373.4,3/12/2026 20:19,957,Thavnair
,283.3,8.4,-626.7,TRUE,Timeworn Kumbhiraskin Map,283.4,8.4,-626.7,3/12/2026 20:25,957,Thavnair
,292.1,21.5,116.1,TRUE,Timeworn Saigaskin Map,291.9,21.5,116.8,3/12/2026 19:36,957,Thavnair
,423.1,8.5,356.2,TRUE,Timeworn Saigaskin Map,423.5,8.5,356.1,3/12/2026 19:38,957,Thavnair
,540.6,11,-352.6,TRUE,Timeworn Kumbhiraskin Map,540.6,11,-352.6,3/12/2026 20:21,957,Thavnair
,-828.2,115.5,208.2,TRUE,Timeworn Gazelleskin Map,-828.9,115.5,207.7,3/8/2026 20:42,622,The Azim Steppe
,-589.2,22,307.9,TRUE,Timeworn Gaganaskin Map,-589.2,22,308,3/8/2026 20:20,622,The Azim Steppe
,-543.1,55.3,-274.4,TRUE,Timeworn Gazelleskin Map,-542.7,55.4,-275.1,3/8/2026 20:38,622,The Azim Steppe
,-540.5,119.2,-85,TRUE,Timeworn Gaganaskin Map,-539,120.3,-86.4,3/8/2026 20:15,622,The Azim Steppe
,-514.1,8.2,712.3,TRUE,Timeworn Gaganaskin Map,-514.5,8.2,712.4,3/8/2026 20:19,622,The Azim Steppe
,-323.6,9.6,575.5,TRUE,Timeworn Gazelleskin Map,-321.8,10.5,575.8,3/8/2026 20:41,622,The Azim Steppe
,-245.3,54.9,178.3,TRUE,Seemingly Special Timeworn Map,-245.4,23.4,178.4,3/8/2026 11:53,622,The Azim Steppe
,-233.7,84.2,-581,TRUE,Timeworn Gaganaskin Map,-233.8,84.2,-580.8,3/8/2026 20:16,622,The Azim Steppe
,-129.9,-36.6,107.6,TRUE,Timeworn Thief's Map,-130,2,107.5,3/8/2026 21:03,622,The Azim Steppe
,-8.8,1.7,555.1,TRUE,Timeworn Gaganaskin Map,-5.7,3.5,557.2,3/8/2026 20:18,622,The Azim Steppe
,-2.3,-29.7,195.2,TRUE,Timeworn Thief's Map,-2.6,2,195.1,3/8/2026 21:03,622,The Azim Steppe
,18.8,8,779.8,TRUE,Seemingly Special Timeworn Map,18.9,55.3,779.9,3/8/2026 13:17,622,The Azim Steppe
,227.3,18,720,TRUE,Timeworn Gaganaskin Map,227.4,18,719.9,3/8/2026 20:18,622,The Azim Steppe
,289,12.4,-115.9,TRUE,Timeworn Gaganaskin Map,288.9,12.4,-116,3/8/2026 20:17,622,The Azim Steppe
,388.7,28.7,696.1,TRUE,Timeworn Gazelleskin Map,388.7,28.7,695.9,3/8/2026 20:40,622,The Azim Steppe
,402.9,26.5,-480,TRUE,Seemingly Special Timeworn Map,402.9,54.9,-479.8,3/8/2026 4:43,622,The Azim Steppe
,475.8,2.9,30.7,TRUE,Timeworn Gazelleskin Map,485.5,2.8,34.5,3/8/2026 20:40,622,The Azim Steppe
,654,21.2,358.5,TRUE,Timeworn Gaganaskin Map,653.9,21.2,358.4,3/8/2026 20:17,622,The Azim Steppe
,-731.9,258.5,-245.7,TRUE,Timeworn Dragonskin Map,-732.1,258.5,-245.9,3/8/2026 19:18,400,The Churning Mists
,-609.8,257.2,-646.4,TRUE,Timeworn Dragonskin Map,-609.2,257.2,-646.4,3/8/2026 19:24,400,The Churning Mists
,-605.6,107.1,-118.3,TRUE,Timeworn Dragonskin Map,-605.7,107.1,-118,3/8/2026 19:11,400,The Churning Mists
,-544.9,125.6,-307.6,TRUE,Timeworn Wyvernskin Map,-545.1,125.6,-307.6,3/8/2026 18:10,400,The Churning Mists
,-531.1,167.1,661.9,TRUE,Timeworn Wyvernskin Map,-531.6,167.1,661.9,3/8/2026 18:15,400,The Churning Mists
,-489.5,113.6,-462.1,TRUE,Timeworn Dragonskin Map,-489.9,113.6,-462.5,3/8/2026 19:11,400,The Churning Mists
,-481.3,42.7,375.5,TRUE,Timeworn Wyvernskin Map,-481.3,42.7,375.4,3/8/2026 18:11,400,The Churning Mists
,-278.6,-30.2,698.2,TRUE,Timeworn Wyvernskin Map,-278.5,-30.2,698.1,3/8/2026 18:15,400,The Churning Mists
,-258.8,30.4,557.9,TRUE,Timeworn Dragonskin Map,-259.3,30.4,558.2,3/8/2026 19:14,400,The Churning Mists
,-227.3,38.4,-63.7,TRUE,Timeworn Archaeoskin Map,-226,39.6,-61.9,3/8/2026 17:46,400,The Churning Mists
,-210.3,-15.5,242.7,TRUE,Timeworn Archaeoskin Map,-210.3,-15.5,243.2,3/8/2026 17:46,400,The Churning Mists
,-46.9,-62.8,765,TRUE,Timeworn Dragonskin Map,-46.7,-62.8,765.6,3/8/2026 19:26,400,The Churning Mists
,12.4,-21.7,90.6,TRUE,Timeworn Wyvernskin Map,12.3,-21.7,90.7,3/8/2026 18:11,400,The Churning Mists
,39.4,-22.1,154.2,TRUE,Timeworn Archaeoskin Map,39.5,-22.1,154.1,3/8/2026 17:47,400,The Churning Mists
,58.8,-33.8,-164.5,TRUE,Timeworn Dragonskin Map,58.8,-33.8,-164.5,3/8/2026 19:12,400,The Churning Mists
,250.1,223.2,-602.4,TRUE,Timeworn Archaeoskin Map,250.1,223.2,-602.5,3/8/2026 17:49,400,The Churning Mists
,274.5,15.7,748.4,TRUE,Timeworn Dragonskin Map,274.3,15.7,748.3,3/8/2026 19:15,400,The Churning Mists
,289.6,-36.2,74.1,TRUE,Timeworn Wyvernskin Map,282.3,-36.5,70.3,3/8/2026 18:14,400,The Churning Mists
,285.9,-34.9,-236.6,TRUE,Timeworn Archaeoskin Map,285.9,-34.9,-236.7,3/8/2026 17:49,400,The Churning Mists
,392.7,-25.4,-41.9,TRUE,Timeworn Archaeoskin Map,393,-25.4,-42,3/8/2026 17:47,400,The Churning Mists
,407.6,-35.8,236.2,TRUE,Timeworn Archaeoskin Map,407.8,-35.8,236.2,3/8/2026 17:48,400,The Churning Mists
,478.9,-23.6,153.9,TRUE,Timeworn Dragonskin Map,479.5,-23.4,154.4,3/8/2026 19:13,400,The Churning Mists
,492.3,-15,-304.5,TRUE,Timeworn Wyvernskin Map,492.6,-14.9,-304.7,3/8/2026 18:12,400,The Churning Mists
,589.8,-9.7,-0.9,TRUE,Timeworn Archaeoskin Map,590,-9.7,-0.5,3/8/2026 17:50,400,The Churning Mists
,626.4,-33.1,327.9,TRUE,Timeworn Wyvernskin Map,626.4,-33.1,327.9,3/8/2026 18:13,400,The Churning Mists
,779,-25.8,-246,TRUE,Timeworn Wyvernskin Map,778.3,-27.6,-236.9,3/8/2026 18:24,400,The Churning Mists
,-660.3,-102.9,683.5,TRUE,Timeworn Wyvernskin Map,-660.2,-102.9,683.3,3/8/2026 18:00,398,The Dravanian Forelands
,-593.7,-71.1,379.2,TRUE,Timeworn Dragonskin Map,-593.8,-71.1,379.2,3/8/2026 19:03,398,The Dravanian Forelands
,-523.1,-59.2,623.1,TRUE,Timeworn Dragonskin Map,-523.1,-59.2,623.1,3/8/2026 19:06,398,The Dravanian Forelands
,-517.5,-36.7,246.7,TRUE,Timeworn Archaeoskin Map,-520.9,-35.1,248.7,3/8/2026 17:33,398,The Dravanian Forelands
,-453.1,-83.6,606.4,TRUE,Timeworn Dragonskin Map,-449.1,-83.1,613,3/8/2026 19:03,398,The Dravanian Forelands
,-379.3,-30.1,594.8,TRUE,Timeworn Dragonskin Map,-382.8,-28.5,595.5,3/8/2026 19:07,398,The Dravanian Forelands
,-278.1,-81.6,707.8,TRUE,Timeworn Archaeoskin Map,-274.8,-80.2,713.8,3/8/2026 17:33,398,The Dravanian Forelands
,-187.4,-65.6,577.9,TRUE,Timeworn Dragonskin Map,-186.6,-65.6,577.8,3/8/2026 19:07,398,The Dravanian Forelands
,-103.2,-34.8,131.6,TRUE,Timeworn Wyvernskin Map,-103.3,-34.8,131.3,3/8/2026 18:02,398,The Dravanian Forelands
,-63.6,-34,-158.3,TRUE,Timeworn Archaeoskin Map,-63.7,-34,-158.2,3/8/2026 17:32,398,The Dravanian Forelands
,-42.3,-129.3,673.4,TRUE,Timeworn Wyvernskin Map,-41.9,-129.4,673.4,3/8/2026 18:01,398,The Dravanian Forelands
,42.7,-71.6,164.5,TRUE,Timeworn Dragonskin Map,34.6,-70.5,165.5,3/8/2026 19:02,398,The Dravanian Forelands
,52.8,-120.3,463.5,TRUE,Timeworn Dragonskin Map,52.8,-120.3,463.6,3/8/2026 19:05,398,The Dravanian Forelands
,60.6,-64.7,585.1,TRUE,Timeworn Archaeoskin Map,60.4,-64.6,585.5,3/8/2026 17:43,398,The Dravanian Forelands
,73.4,-27.8,81.2,TRUE,Timeworn Wyvernskin Map,73.4,-27.8,81,3/8/2026 18:06,398,The Dravanian Forelands
,124.7,-3,-484.7,TRUE,Timeworn Wyvernskin Map,124.6,-3,-485,3/8/2026 18:05,398,The Dravanian Forelands
,245.8,-110.6,412.8,TRUE,Timeworn Dragonskin Map,234.6,-111.1,415.8,3/8/2026 19:04,398,The Dravanian Forelands
,275.5,-20.2,-546,TRUE,Timeworn Wyvernskin Map,275.2,-20.2,-546.6,3/8/2026 17:57,398,The Dravanian Forelands
,322,-12,204.9,TRUE,Timeworn Wyvernskin Map,321.6,-12,205.3,3/8/2026 18:05,398,The Dravanian Forelands
,325.7,-59.5,76.5,TRUE,Timeworn Dragonskin Map,325.7,-59.5,76.4,3/8/2026 19:05,398,The Dravanian Forelands
,385.4,-79.2,292,TRUE,Timeworn Archaeoskin Map,389.9,-77.4,285.9,3/8/2026 17:40,398,The Dravanian Forelands
,391.5,-106.6,563,TRUE,Timeworn Wyvernskin Map,391.7,-106.6,563.1,3/8/2026 18:03,398,The Dravanian Forelands
,645.1,-2.7,-632.6,TRUE,Timeworn Archaeoskin Map,645.1,-2.7,-632.6,3/8/2026 17:38,398,The Dravanian Forelands
,671.8,-48.4,-141.5,TRUE,Timeworn Archaeoskin Map,671.9,-48.4,-141.7,3/8/2026 17:40,398,The Dravanian Forelands
,740.4,-34.4,-258.4,TRUE,Timeworn Wyvernskin Map,737.4,-33.9,-251.4,3/8/2026 18:04,398,The Dravanian Forelands
,779.2,-6,-638.2,TRUE,Timeworn Archaeoskin Map,779.2,-6,-639.2,3/8/2026 17:41,398,The Dravanian Forelands
,-516.1,148,161.2,TRUE,Timeworn Wyvernskin Map,-513.3,149.8,156.5,3/12/2026 18:24,399,The Dravanian Hinterlands
,-381.6,189.5,568,TRUE,Timeworn Wyvernskin Map,-381.8,189,562.6,3/12/2026 18:29,399,The Dravanian Hinterlands
,-374.3,148,-59.1,TRUE,Timeworn Wyvernskin Map,-374.4,148,-59.3,3/12/2026 18:23,399,The Dravanian Hinterlands
,-175.9,175.6,623.6,TRUE,Timeworn Wyvernskin Map,-176,175.6,623.5,3/12/2026 18:24,399,The Dravanian Hinterlands
,159.4,71.8,-68.1,TRUE,Timeworn Wyvernskin Map,159.5,71.8,-68.2,3/12/2026 18:25,399,The Dravanian Hinterlands
,266.6,115,288.5,TRUE,Timeworn Wyvernskin Map,266.7,115,289,3/12/2026 18:26,399,The Dravanian Hinterlands
,639,198.2,371.9,TRUE,Timeworn Wyvernskin Map,639.3,198.2,371.9,3/12/2026 18:30,399,The Dravanian Hinterlands
,796.1,144,77.3,TRUE,Timeworn Wyvernskin Map,796.7,144.1,77.1,3/12/2026 18:27,399,The Dravanian Hinterlands
,-658.4,26.5,335.9,TRUE,Seemingly Special Timeworn Map,-657.1,45.1,330.3,3/7/2026 5:22,612,The Fringes
,-605.6,128.9,-448.4,TRUE,Timeworn Gazelleskin Map,-602.9,127.2,-437.9,3/8/2026 20:20,612,The Fringes
,-515.3,39,484.3,TRUE,Timeworn Gazelleskin Map,-515.4,39,484.3,3/8/2026 20:24,612,The Fringes
,-335.7,42,-0.8,TRUE,Timeworn Gaganaskin Map,-335.7,42,-0.9,3/8/2026 19:47,612,The Fringes
,-295.3,2.9,-237.3,TRUE,Seemingly Special Timeworn Map,-295.1,57.8,-237.2,3/7/2026 4:57,612,The Fringes
,-295.3,23.4,-237.3,TRUE,Seemingly Special Timeworn Map,-293.4,57.4,-235.9,3/8/2026 15:59,612,The Fringes
,-258.7,46.7,-221.8,TRUE,Timeworn Gaganaskin Map,-258.6,46.7,-222.2,3/8/2026 19:48,612,The Fringes
,-247.7,60.4,-595.6,TRUE,Timeworn Gaganaskin Map,-247.7,60.4,-595.6,3/8/2026 19:43,612,The Fringes
,-234.5,55,355.7,TRUE,Timeworn Gaganaskin Map,-234.3,54.9,355.6,3/8/2026 19:47,612,The Fringes
,97.2,102.3,-465.1,TRUE,Timeworn Gazelleskin Map,97.4,102.3,-465.1,3/8/2026 20:21,612,The Fringes
,116.3,48.9,602,TRUE,Timeworn Gaganaskin Map,119.4,50.6,599.6,3/8/2026 19:46,612,The Fringes
,214.2,96,-248.1,TRUE,Timeworn Gaganaskin Map,214.3,96,-248.3,3/8/2026 19:45,612,The Fringes
,219,45.2,-66.1,TRUE,Seemingly Special Timeworn Map,219.2,94.5,-65.9,3/8/2026 12:13,612,The Fringes
,353,66.2,-565.5,TRUE,Timeworn Gaganaskin Map,352.9,66.2,-565.5,3/8/2026 19:44,612,The Fringes
,505.6,68.3,-33.9,TRUE,Seemingly Special Timeworn Map,505.6,72,-34,3/7/2026 4:20,612,The Fringes
,540.3,94.9,272.9,TRUE,Timeworn Gaganaskin Map,540.3,94.9,272.9,3/8/2026 19:45,612,The Fringes
,573.7,119,499.8,TRUE,Timeworn Gazelleskin Map,573.7,119,499.7,3/8/2026 20:22,612,The Fringes
,-856.8,79.6,-257.5,TRUE,Timeworn Gaganaskin Map,-857.2,79.6,-257.6,3/8/2026 19:54,621,The Lochs
,-776.8,114.9,-734.8,TRUE,Seemingly Special Timeworn Map,-777,79.3,-734.9,3/8/2026 3:36,621,The Lochs
,-772.1,78.4,-571.6,TRUE,Timeworn Gaganaskin Map,-772.1,78.4,-571.6,3/8/2026 19:54,621,The Lochs
,-643.7,39.1,-187.2,TRUE,Timeworn Gazelleskin Map,-643.8,39.1,-187.3,3/8/2026 20:30,621,The Lochs
,-561,7.7,118.4,TRUE,Timeworn Gaganaskin Map,-561,7.7,118.4,3/8/2026 19:59,621,The Lochs
,-340.8,7.3,-73.1,TRUE,Timeworn Gaganaskin Map,-340.9,7.3,-73.2,3/8/2026 19:55,621,The Lochs
,-276.8,38.6,361.2,TRUE,Timeworn Gazelleskin Map,-278.3,39.8,359.7,3/8/2026 20:29,621,The Lochs
,-217.8,-277.3,-114.2,TRUE,Timeworn Thief's Map,-217.6,-0.3,-114.2,3/8/2026 21:25,621,The Lochs
,-161.2,6,-356.2,TRUE,Timeworn Gaganaskin Map,-160.8,6,-356.9,3/8/2026 19:56,621,The Lochs
,-91,26.6,95.1,TRUE,Seemingly Special Timeworn Map,-90.7,0.1,95.1,3/8/2026 12:31,621,The Lochs
,-0.9,-281.6,-282.8,TRUE,Timeworn Thief's Map,-0.75,-282.8,-282.9,3/8/2026 21:26,621,The Lochs
,34.6,-249.1,-12.9,TRUE,Timeworn Thief's Map,42.1,-0.2,-23.7,3/8/2026 21:16,621,The Lochs
,103.5,-343.7,207.7,TRUE,Timeworn Thief's Map,103.6,-349.1,207.9,3/8/2026 21:44,621,The Lochs
,154.3,23.7,529.8,TRUE,Seemingly Special Timeworn Map,153.9,9,529.6,3/8/2026 11:58,621,The Lochs
,185.5,55.3,-679.8,TRUE,Seemingly Special Timeworn Map,188.7,7.3,-682.5,3/8/2026 13:24,621,The Lochs
,185.5,72.2,-679.8,TRUE,Seemingly Special Timeworn Map,189.6,9.1,-683.1,3/7/2026 4:28,621,The Lochs
,272.1,11.2,-455.8,TRUE,Timeworn Gaganaskin Map,272.4,11.2,-455.9,3/8/2026 19:56,621,The Lochs
,279.5,20.9,594.1,TRUE,Timeworn Gaganaskin Map,279.5,20.9,594.1,3/8/2026 19:58,621,The Lochs
,333.6,14.6,264.3,TRUE,Timeworn Gaganaskin Map,333.6,14.6,264.4,3/8/2026 19:57,621,The Lochs
,415.7,3,-197,TRUE,Seemingly Special Timeworn Map,415.3,66.4,-196.9,3/8/2026 15:07,621,The Lochs
,522.9,-0.2,-749.3,TRUE,Seemingly Special Timeworn Map,522.9,8,-749.2,3/8/2026 12:36,621,The Lochs
,-666.6,64.5,-480,TRUE,Timeworn Gaganaskin Map,-666.6,64.5,-480,3/8/2026 19:49,620,The Peaks
,-643.7,7.6,554.5,TRUE,Seemingly Special Timeworn Map,-644,262.5,554.3,3/8/2026 13:35,620,The Peaks
,-476.1,56.7,-574.9,TRUE,Timeworn Gaganaskin Map,-483.5,57,-570.7,3/8/2026 19:49,620,The Peaks
,-458,262.5,-779.2,TRUE,Seemingly Special Timeworn Map,-458.8,57.5,-779.2,3/8/2026 13:42,620,The Peaks
,-447.8,297.5,239.9,TRUE,Timeworn Gaganaskin Map,-448.4,297.5,239.7,3/8/2026 19:53,620,The Peaks
,-420.9,263,632.7,TRUE,Timeworn Gaganaskin Map,-420.6,264.8,636.2,3/8/2026 19:53,620,The Peaks
,-301,307.1,73.8,TRUE,Timeworn Gazelleskin Map,-301.2,307.1,73.6,3/8/2026 20:28,620,The Peaks
,-284.9,232,581.4,TRUE,Seemingly Special Timeworn Map,-284.9,263.6,581.4,3/8/2026 14:20,620,The Peaks
,-262.3,77.8,-602.3,TRUE,Timeworn Gazelleskin Map,-263,77.7,-602,3/8/2026 20:25,620,The Peaks
,-171.5,291,339.4,TRUE,Timeworn Gaganaskin Map,-172,291,339.2,3/8/2026 19:52,620,The Peaks
,-12.9,110.6,-421.9,TRUE,Timeworn Gaganaskin Map,-12.7,110.7,-421.9,3/8/2026 19:50,620,The Peaks
,127.4,306.7,508.2,TRUE,Timeworn Gazelleskin Map,127.4,306.7,508.4,3/8/2026 20:28,620,The Peaks
,229.3,131.3,-385,TRUE,Timeworn Gazelleskin Map,229.8,131.3,-384.8,3/8/2026 20:25,620,The Peaks
,284.9,331.8,550.3,TRUE,Timeworn Gaganaskin Map,284.9,331.8,550.4,3/8/2026 19:52,620,The Peaks
,333.3,136.8,-306.3,TRUE,Timeworn Gaganaskin Map,333.2,136.8,-306.3,3/8/2026 19:50,620,The Peaks
,585.6,223.2,-581.2,TRUE,Seemingly Special Timeworn Map,585.6,232.4,-581.2,3/8/2026 14:14,620,The Peaks
,-762.2,5.1,616.5,TRUE,Timeworn Gliderskin Map,-755.6,5.8,613.1,3/12/2026 17:10,817,The Rak'tika Greatwood
,-747,9.9,-8.5,TRUE,Timeworn Gliderskin Map,-747.6,10,-8.6,3/12/2026 17:18,817,The Rak'tika Greatwood
,-500,-0.3,580,TRUE,Timeworn Gliderskin Map,-500,-0.3,580,3/12/2026 17:15,817,The Rak'tika Greatwood
,-492.6,14.2,-94.5,TRUE,Timeworn Zonureskin Map,-493,14.2,-94.9,3/12/2026 18:51,817,The Rak'tika Greatwood
,-399,7.3,128.8,TRUE,Timeworn Zonureskin Map,-399.1,7.3,128.8,3/12/2026 18:53,817,The Rak'tika Greatwood
,-310,7.2,500,TRUE,Timeworn Gliderskin Map,-309.9,7.2,500,3/12/2026 17:15,817,The Rak'tika Greatwood
,-271.9,6,93.3,TRUE,Timeworn Gliderskin Map,-276.6,7,94.5,3/12/2026 17:18,817,The Rak'tika Greatwood
,-32.5,0.8,-352.7,TRUE,Timeworn Gliderskin Map,-32.6,0.9,-352.7,3/12/2026 17:14,817,The Rak'tika Greatwood
,60,-21.1,550,TRUE,Timeworn Zonureskin Map,60.1,-21.1,550,3/12/2026 18:50,817,The Rak'tika Greatwood
,150,-1.1,-300,TRUE,Timeworn Zonureskin Map,149.8,-1.1,-300,3/12/2026 18:55,817,The Rak'tika Greatwood
,170,-5.1,310,TRUE,Timeworn Zonureskin Map,170.2,-5.1,310,3/12/2026 18:52,817,The Rak'tika Greatwood
,235.4,-22.3,665.7,TRUE,Timeworn Zonureskin Map,235.4,-22.3,665.6,3/12/2026 18:50,817,The Rak'tika Greatwood
